MM:DD:YYYY hh:mm:ss,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time
4/12/2023 9:52:39,1.16.3,FR1,5,4.07,nan,1,Right,Left,0,1,0,0,nan,nan,20.04
4/12/2023 9:53:20,1.16.3,FR1,5,4.08,nan,1,Left,Left,1,1,0,0,nan,nan,0.18
4/12/2023 9:55:03,1.16.3,FR1,5,4.07,2,1,Pellet,Left,1,1,1,0,Timed_out,nan,nan
4/12/2023 9:56:07,1.16.3,FR1,5,4.07,nan,1,Right,Left,1,2,1,0,nan,nan,0.39
4/12/2023 9:57:09,1.16.3,FR1,5,4.08,nan,1,Left,Left,2,2,1,0,nan,nan,0.06
4/12/2023 10:00:34,1.16.3,FR1,5,4.07,nan,1,LeftWithPellet,Left,3,2,1,0,nan,nan,0.83
4/12/2023 10:00:36,1.16.3,FR1,5,4.07,nan,1,LeftWithPellet,Left,4,2,1,0,nan,nan,0.41
4/12/2023 10:02:05,1.16.3,FR1,5,4.08,nan,1,RightWithPellet,Left,4,3,1,0,nan,nan,0.62
4/12/2023 10:02:07,1.16.3,FR1,5,4.08,nan,1,LeftWithPellet,Left,5,3,1,0,nan,nan,0.30
4/12/2023 10:02:09,1.16.3,FR1,5,4.08,nan,1,LeftWithPellet,Left,6,3,1,0,nan,nan,0.31
4/12/2023 10:02:11,1.16.3,FR1,5,4.07,3,1,Pellet,Left,6,3,2,0,Timed_out,428,nan
4/12/2023 10:02:22,1.16.3,FR1,5,4.07,nan,1,Right,Left,6,4,2,0,nan,nan,0.25
4/12/2023 10:02:22,1.16.3,FR1,5,4.08,nan,1,Right,Left,6,5,2,0,nan,nan,0.04
4/12/2023 10:06:17,1.16.3,FR1,5,4.07,nan,1,Left,Left,7,5,2,0,nan,nan,0.62
4/12/2023 10:06:20,1.16.3,FR1,5,4.07,3,1,Pellet,Left,7,5,3,0,0.06,249,nan
4/12/2023 10:06:28,1.16.3,FR1,5,4.07,nan,1,Left,Left,8,5,3,0,nan,nan,0.28
4/12/2023 10:06:29,1.16.3,FR1,5,4.07,nan,1,LeftWithPellet,Left,9,5,3,0,nan,nan,0.18
4/12/2023 10:07:20,1.16.3,FR1,5,4.07,nan,1,RightWithPellet,Left,9,6,3,0,nan,nan,0.03
4/12/2023 10:12:30,1.16.3,FR1,5,4.07,nan,1,RightWithPellet,Left,9,7,3,0,nan,nan,0.53
4/12/2023 10:12:32,1.16.3,FR1,5,4.07,nan,1,RightWithPellet,Left,9,8,3,0,nan,nan,0.32
4/12/2023 10:12:33,1.16.3,FR1,5,4.07,nan,1,LeftWithPellet,Left,10,8,3,0,nan,nan,0.21
4/12/2023 10:12:34,1.16.3,FR1,5,4.07,1,1,Pellet,Left,10,8,4,0,Timed_out,374,nan
4/12/2023 10:13:42,1.16.3,FR1,5,4.07,nan,1,Right,Left,10,9,4,0,nan,nan,0.34
4/12/2023 10:13:43,1.16.3,FR1,5,4.07,nan,1,Left,Left,11,9,4,0,nan,nan,0.34
4/12/2023 10:13:44,1.16.3,FR1,5,4.07,nan,1,LeftDuringDispense,Left,12,9,4,0,nan,nan,0.38
4/12/2023 10:13:45,1.16.3,FR1,5,4.07,nan,1,LeftWithPellet,Left,13,9,4,0,nan,nan,0.19
4/12/2023 10:18:41,1.16.3,FR1,5,4.07,nan,1,LeftWithPellet,Left,14,9,4,0,nan,nan,0.02
4/12/2023 10:18:43,1.16.3,FR1,5,4.07,nan,1,LeftWithPellet,Left,15,9,4,0,nan,nan,0.37
4/12/2023 10:18:44,1.16.3,FR1,5,4.07,1,1,Pellet,Left,15,9,5,0,Timed_out,370,nan
4/12/2023 10:19:04,1.16.3,FR1,5,4.07,nan,1,Right,Left,15,10,5,0,nan,nan,0.36
4/12/2023 10:19:40,1.16.3,FR1,5,4.08,nan,1,Left,Left,16,10,5,0,nan,nan,0.35
4/12/2023 10:21:27,1.16.3,FR1,5,4.07,nan,1,LeftWithPellet,Left,17,10,5,0,nan,nan,0.69
4/12/2023 10:21:30,1.16.3,FR1,5,4.07,nan,1,LeftWithPellet,Left,18,10,5,0,nan,nan,0.29
4/12/2023 10:21:33,1.16.3,FR1,5,4.07,nan,1,LeftWithPellet,Left,19,10,5,0,nan,nan,0.59
4/12/2023 10:21:35,1.16.3,FR1,5,4.08,nan,1,LeftWithPellet,Left,20,10,5,0,nan,nan,0.27
4/12/2023 10:22:51,1.16.3,FR1,5,4.07,nan,1,RightWithPellet,Left,20,11,5,0,nan,nan,0.39
4/12/2023 10:23:50,1.16.3,FR1,5,4.07,2,1,Pellet,Left,20,11,6,0,Timed_out,306,nan
